PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,id
227,1,2,"Mellors, Mr. William John",male,19,0,0,SW/PP 751,10.5,,S,134
230,0,3,"Lefebre, Miss. Mathilde",female,,3,1,4133,25.4667,,S,193
31,0,1,"Uruchurtu, Don. Manuel E",male,40,0,0,PC 17601,27.7208,,C,169
129,1,3,"Peter, Miss. Anna",female,,1,1,2668,22.3583,F E69,C,653
364,0,3,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,,S,136
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42,0,1,4579,8.4042,,S,46
715,0,2,"Greenberg, Mr. Samuel",male,52,0,0,250647,13,,S,679
69,1,3,"Andersson, Miss. Erna Alexandra",female,17,4,2,3101281,7.925,,S,654
811,0,3,"Alexander, Mr. William",male,26,0,0,3474,7.8875,,S,499
768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Q,86
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,2,0,11769,51.4792,C101,S,93
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,C.A. 34260,10.5,F33,S,229
545,0,1,"Douglas, Mr. Walter Donald",male,50,1,0,PC 17761,106.425,C86,C,675
605,1,1,"Homer, Mr. Harry (""""""""Mr E Haven"""""""")",male,35,0,0,111426,26.55,,C,257
237,0,2,"Hold, Mr. Stephen",male,44,1,0,26707,26,,S,466
556,0,1,"Wright, Mr. George",male,62,0,0,113807,26.55,,S,81
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,1
862,0,2,"Giles, Mr. Frederick Edward",male,21,1,0,28134,11.5,,S,341
535,0,3,"Cacic, Miss. Marija",female,30,0,0,315084,8.6625,,S,540
629,0,3,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,7.8958,,S,82
127,0,3,"McMahon, Mr. Martin",male,,0,0,370372,7.75,,Q,392
339,1,3,"Dahl, Mr. Karl Edwart",male,45,0,0,7598,8.05,,S,425
867,1,2,"Duran y More, Miss. Asuncion",female,27,1,0,SC/PARIS 2149,13.8583,,C,667
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,17474,57,B20,S,36
581,1,2,"Christy, Miss. Julie Rachel",female,25,1,1,237789,30,,S,631
45,1,3,"Devaney, Miss. Margaret Delia",female,19,0,0,330958,7.8792,,Q,554
389,0,3,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q,202
607,0,3,"Karaic, Mr. Milan",male,30,0,0,349246,7.8958,,S,492
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22,0,0,STON/O 2. 3101275,7.125,,S,255
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,164.8667,,S,473
690,1,1,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,211.3375,B5,S,26
110,1,3,"Moran, Miss. Bertha",female,,1,0,371110,24.15,,Q,578
833,0,3,"Saad, Mr. Amin",male,,0,0,2671,7.2292,,C,22
315,0,2,"Hart, Mr. Benjamin",male,43,1,1,F.C.C. 13529,26.25,,S,457
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29,1,1,347054,10.4625,G6,S,68
725,1,1,"Chambers, Mr. Norman Campbell",male,27,1,0,113806,53.1,E8,S,508
785,0,3,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,7.05,,S,518
86,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33,3,0,3101278,15.85,,S,682
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,7.8542,,S,591
595,0,2,"Chapman, Mr. John Henry",male,37,1,0,SC/AH 29037,26,,S,399
667,0,2,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,13,,S,433
489,0,3,"Somerton, Mr. Francis William",male,30,0,0,A.5. 18509,8.05,,S,596
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,34.375,,S,188
258,1,1,"Cherry, Miss. Gladys",female,30,0,0,110152,86.5,B77,S,574
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,,S,646
704,0,3,"Gallagher, Mr. Martin",male,25,0,0,36864,7.7417,,Q,568
142,1,3,"Nysten, Miss. Anna Sofia",female,22,0,0,347081,7.75,,S,251
664,0,3,"Coleff, Mr. Peju",male,36,0,0,349210,7.4958,,S,348
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43,0,0,C 7075,6.45,,S,526
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,31.275,,S,21
741,1,1,"Hawksford, Mr. Walter James",male,,0,0,16988,30,D45,S,281
212,1,2,"Cameron, Miss. Clear Annie",female,35,0,0,F.C.C. 13528,21,,S,639
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47,1,0,A/5. 3337,14.5,,S,305
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,78.2667,D20,C,66
202,0,3,"Sage, Mr. Frederick",male,,8,2,CA. 2343,69.55,,S,664
121,0,2,"Hickman, Mr. Stanley George",male,21,2,0,S.O.C. 14879,73.5,,S,244
750,0,3,"Connaghton, Mr. Michael",male,31,0,0,335097,7.75,,Q,322
530,0,2,"Hocking, Mr. Richard George",male,23,2,1,29104,11.5,,S,703
586,1,1,"Taussig, Miss. Ruth",female,18,0,2,110413,79.65,E68,S,178
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,110564,26.55,C52,S,590
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,,C,174
435,0,1,"Silvey, Mr. William Baird",male,50,1,0,13507,55.9,E44,S,216
515,0,3,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,,S,440
97,0,1,"Goldschmidt, Mr. George B",male,71,0,0,PC 17754,34.6542,A5,C,228
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,,S,61
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13,,S,429
510,1,3,"Lang, Mr. Fang",male,26,0,0,1601,56.4958,,S,551
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18,0,0,236171,13,,S,76
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5,4,2,347077,31.3875,,S,455
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,2003,26,,S,527
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,9.5875,,S,651
804,1,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,,C,183
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,17421,110.8833,C68,C,410
74,0,3,"Chronopoulos, Mr. Apostolos",male,26,1,0,2680,14.4542,,C,398
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41,0,2,370129,20.2125,,S,575
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,0,CA. 2314,7.55,,S,400
288,0,3,"Naidenoff, Mr. Penko",male,22,0,0,349206,7.8958,,S,365
336,0,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S,436
655,0,3,"Hegarty, Miss. Hanora """"""""Nora""""""""",female,18,0,0,365226,6.75,,Q,145
309,0,2,"Abelson, Mr. Samuel",male,30,1,0,P/PP 3381,24,,C,458
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24,0,2,250649,14.5,,S,391
627,0,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,12.35,,Q,337
636,1,2,"Davis, Miss. Mary",female,28,0,0,237668,13,,S,338
525,0,3,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,,C,254
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35,1,1,C.A. 2673,20.25,,S,497
842,0,2,"Mudd, Mr. Thomas Charles",male,16,0,0,S.O./P.P. 3,10.5,,S,359
498,0,3,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,15.1,,S,421
93,0,1,"Chaffee, Mr. Herbert Fuller",male,46,1,0,W.E.P. 5734,61.175,E31,S,480
539,0,3,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,,S,230
591,0,3,"Rintamaki, Mr. Matti",male,35,0,0,STON/O 2. 3101273,7.125,,S,501
699,0,1,"Thayer, Mr. John Borland",male,49,1,1,17421,110.8833,C68,C,595
293,0,2,"Levy, Mr. Rene Jacques",male,36,0,0,SC/Paris 2163,12.875,D,C,224
322,0,3,"Danoff, Mr. Yoto",male,27,0,0,349219,7.8958,,S,210
788,0,3,"Rice, Master. George Hugh",male,8,4,1,382652,29.125,,Q,40
673,0,2,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,10.5,,S,62
203,0,3,"Johanson, Mr. Jakob Alfred",male,34,0,0,3101264,6.4958,,S,445
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,,C,160
693,1,3,"Lam, Mr. Ali",male,,0,0,1601,56.4958,,S,582
481,0,3,"Goodwin, Master. Harold Victor",male,9,5,2,CA 2144,46.9,,S,351
6,0,3,"Moran, Mr. James",male,,0,0,330877,8.4583,,Q,284
13,0,3,"Saundercock, Mr. William Henry",male,20,0,0,A/5. 2151,8.05,,S,657
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,211.3375,B3,S,327
146,0,2,"Nicholls, Mr. Joseph Charles",male,19,1,1,C.A. 33112,36.75,,S,94
761,0,3,"Garfirth, Mr. John",male,,0,0,358585,14.5,,S,431
847,0,3,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343,69.55,,S,588
485,1,1,"Bishop, Mr. Dickinson H",male,25,1,0,11967,91.0792,B49,C,395
25,0,3,"Palsson, Miss. Torborg Danira",female,8,3,1,349909,21.075,,S,414
220,0,2,"Harris, Mr. Walter",male,30,0,0,W/C 14208,10.5,,S,537
647,0,3,"Cor, Mr. Liudevit",male,19,0,0,349231,7.8958,,S,584
472,0,3,"Cacic, Mr. Luka",male,38,0,0,315089,8.6625,,S,450
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,7.775,,S,205
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,6.4958,,S,323
516,0,1,"Walker, Mr. William Anderson",male,47,0,0,36967,34.0208,D46,S,342
145,0,2,"Andrew, Mr. Edgardo Samuel",male,18,0,0,231945,11.5,,S,253
215,0,3,"Kiernan, Mr. Philip",male,,1,0,367229,7.75,,Q,375
465,0,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,73
508,1,1,"Bradley, Mr. George (""""""""George Arthur Brayton"""""""")",male,,0,0,111427,26.55,,S,346
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,,S,599
706,0,2,"Morley, Mr. Henry Samuel (""""""""Mr Henry Marshall"""""""")",male,39,0,0,250655,26,,S,138
687,0,3,"Panula, Mr. Jaako Arnold",male,14,4,1,3101295,39.6875,,S,442
178,0,1,"Isham, Miss. Ann Elizabeth",female,50,0,0,PC 17595,28.7125,C49,C,184
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,S,307
731,1,1,"Allen, Miss. Elisabeth Walton",female,29,0,0,24160,211.3375,B5,S,172
99,1,2,"Doling, Mrs. John T (Ada Julia Bone)",female,34,0,1,231919,23,,S,101
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,26,,S,129
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,PC 17758,108.9,C65,C,63
223,0,3,"Green, Mr. George Henry",male,51,0,0,21440,8.05,,S,274
224,0,3,"Nenkoff, Mr. Christo",male,,0,0,349234,7.8958,,S,283
353,0,3,"Elias, Mr. Tannous",male,15,1,1,2695,7.2292,,C,349
682,1,1,"Hassab, Mr. Hammad",male,27,0,0,PC 17572,76.7292,D49,C,117
528,0,1,"Farthing, Mr. John",male,,0,0,PC 17483,221.7792,C95,S,209
311,1,1,"Hays, Miss. Margaret Bechstein",female,24,0,0,11767,83.1583,C54,C,597
414,0,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0,,S,690
442,0,3,"Hampe, Mr. Leon",male,20,0,0,345769,9.5,,S,394
742,0,1,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,78.85,C46,S,356
199,1,3,"Madigan, Miss. Margaret """"""""Maggie""""""""",female,,0,0,370370,7.75,,Q,553
781,1,3,"Ayoub, Miss. Banoura",female,13,0,0,2687,7.2292,,C,633
832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,,S,441
608,1,1,"Daniel, Mr. Robert Williams",male,27,0,0,113804,30.5,,S,360
200,0,2,"Yrois, Miss. Henriette (""""""""Mrs Harbeck"""""""")",female,24,0,0,248747,13,,S,125
500,0,3,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,,S,647
156,0,1,"Williams, Mr. Charles Duane",male,51,0,1,PC 17597,61.3792,,C,204
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,,0,1,113505,55,E33,S,187
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,,0,0,PC 17585,79.2,,C,697
713,1,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52,C126,S,247
369,1,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q,577
79,1,2,"Caldwell, Master. Alden Gates",male,0.83,0,2,248738,29,,S,640
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3,2666,19.2583,,C,689
457,0,1,"Millet, Mr. Francis Davis",male,65,0,0,13509,26.55,E38,S,422
118,0,2,"Turpin, Mr. William John Robert",male,29,1,0,11668,21,,S,314
108,1,3,"Moss, Mr. Albert Johan",male,,0,0,312991,7.775,,S,122
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,41.5792,,C,259
772,0,3,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,,S,326
337,0,1,"Pears, Mr. Thomas Clinton",male,29,1,0,113776,66.6,C2,S,28
41,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40,1,0,7546,9.475,,S,403
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,CA 2144,46.9,,S,350
15,0,3,"Vestrom, Miss. Hulda Amanda Adolfina",female,14,0,0,350406,7.8542,,S,90
672,0,1,"Davidson, Mr. Thornton",male,31,1,0,F.C. 12750,52,B71,S,75
209,1,3,"Carr, Miss. Helen """"""""Ellen""""""""",female,16,0,0,367231,7.75,,Q,232
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,13507,55.9,E44,S,580
66,1,3,"Moubarek, Master. Gerios",male,,1,1,2661,15.2458,,C,300
104,0,3,"Johansson, Mr. Gustaf Joel",male,33,0,0,7540,8.6542,,S,465
254,0,3,"Lobb, Mr. William Arthur",male,30,1,0,A/5. 3336,16.1,,S,185
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,,S,182
319,1,1,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,C7,S,612
744,0,3,"McNamee, Mr. Neal",male,24,1,0,376566,16.1,,S,462
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S,649
812,0,3,"Lester, Mr. James",male,39,0,0,A/4 48871,24.15,,S,110
625,0,3,"Bowen, Mr. David John """"""""Dai""""""""",male,21,0,0,54636,16.1,,S,198
402,0,3,"Adams, Mr. John",male,26,0,0,341826,8.05,,S,562
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1,0,17453,89.1042,C92,C,263
361,0,3,"Skoog, Mr. Wilhelm",male,40,1,4,347088,27.9,,S,137
236,0,3,"Harknett, Miss. Alice Phoebe",female,,0,0,W./C. 6609,7.55,,S,617
240,0,2,"Hunt, Mr. George Henry",male,33,0,0,SCO/W 1585,12.275,,S,556
853,0,3,"Boulos, Miss. Nourelain",female,9,1,1,2678,15.2458,,C,339
583,0,2,"Downton, Mr. William James",male,54,0,0,28403,26,,S,613
184,1,2,"Becker, Master. Richard F",male,1,2,1,230136,39,F4,S,78
94,0,3,"Dean, Mr. Bertram Frank",male,26,1,2,C.A. 2315,20.575,,S,622
23,1,3,"McGowan, Miss. Anna """"""""Annie""""""""",female,15,0,0,330923,8.0292,,Q,571
165,0,3,"Panula, Master. Eino Viljami",male,1,4,1,3101295,39.6875,,S,519
638,0,2,"Collyer, Mr. Harvey",male,31,1,1,C.A. 31921,26.25,,S,692
532,0,3,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,C,294
765,0,3,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,,S,345
71,0,2,"Jenkin, Mr. Stephen Curnow",male,32,0,0,C.A. 33111,10.5,,S,130
29,1,3,"O'Dwyer, Miss. Ellen """"""""Nellie""""""""",female,,0,0,330959,7.8792,,Q,536
82,1,3,"Sheerlinck, Mr. Jan Baptist",male,29,0,0,345779,9.5,,S,691
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,C.A. 34651,27.75,,S,416
155,0,3,"Olsen, Mr. Ole Martin",male,,0,0,Fa 265302,7.3125,,S,673
436,1,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,120,B96 B98,S,361
869,0,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S,627
190,0,3,"Turcin, Mr. Stjepan",male,36,0,0,349247,7.8958,,S,290
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S,430
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42,1,0,11753,52.5542,D19,S,406
373,0,3,"Beavan, Mr. William Thomas",male,19,0,0,323951,8.05,,S,367
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,,S,523
228,0,3,"Lovell, Mr. John Hall (""""""""Henry"""""""")",male,20.5,0,0,A/5 21173,7.25,,S,702
767,0,1,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,,C,558
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3,4,2,347077,31.3875,,S,693
874,0,3,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,9,,S,382
488,0,1,"Kent, Mr. Edward Austin",male,58,0,0,11771,29.7,B37,C,600
32,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,,1,0,PC 17569,146.5208,B78,C,112
287,1,3,"de Mulder, Mr. Theodore",male,30,0,0,345774,9.5,,S,704
610,1,1,"Shutes, Miss. Elizabeth W",female,40,0,0,PC 17582,153.4625,C125,S,632
861,0,3,"Hansen, Mr. Claus Peter",male,41,2,0,350026,14.1083,,S,52
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S,45
757,0,3,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,,S,567
166,1,3,"Goldsmith, Master. Frank John William """"""""Frankie""""""""",male,9,0,2,363291,20.525,,S,241
53,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49,1,0,PC 17572,76.7292,D33,C,634
56,1,1,"Woolner, Mr. Hugh",male,,0,0,19947,35.5,C52,S,335
122,0,3,"Moore, Mr. Leonard Charles",male,,0,0,A4. 54510,8.05,,S,248
726,0,3,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,,S,166
125,0,1,"White, Mr. Percival Wayland",male,54,0,1,35281,77.2875,D26,S,146
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41,0,1,250644,19.5,,S,443
501,0,3,"Calic, Mr. Petar",male,17,0,0,315086,8.6625,,S,629
271,0,1,"Cairns, Mr. Alexander",male,,0,0,113798,31,,S,506
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,,S,688
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,12.475,,S,626
456,1,3,"Jalsevac, Mr. Ivan",male,29,0,0,349240,7.8958,,C,461
561,0,3,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,7.75,,Q,707
330,1,1,"Hippach, Miss. Jean Gertrude",female,16,0,1,111361,57.9792,B18,C,222
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18,0,0,3101265,7.4958,,S,158
75,1,3,"Bing, Mr. Lee",male,32,0,0,1601,56.4958,,S,155
569,0,3,"Doharr, Mr. Tannous",male,,0,0,2686,7.2292,,C,30
170,0,3,"Ling, Mr. Lee",male,28,0,0,1601,56.4958,,S,33
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,17.4,,S,212
439,0,1,"Fortune, Mr. Mark",male,64,1,4,19950,263,C23 C25 C27,S,331
137,1,1,"Newsom, Miss. Helen Monypeny",female,19,0,2,11752,26.2833,D47,S,261
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,9.5,,S,615
718,1,2,"Troutt, Miss. Edwina Celia """"""""Winnie""""""""",female,27,0,0,34218,10.5,E101,S,17
461,1,1,"Anderson, Mr. Harry",male,48,0,0,19952,26.55,E12,S,447
763,1,3,"Barah, Mr. Hanna Assi",male,20,0,0,2663,7.2292,,C,708
845,0,3,"Culumovic, Mr. Jeso",male,17,0,0,315090,8.6625,,S,123
175,0,1,"Smith, Mr. James Clinch",male,56,0,0,17764,30.6958,A7,C,233
723,0,2,"Gillespie, Mr. William Henry",male,34,0,0,12233,13,,S,344
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,7.65,F G73,S,710
43,0,3,"Kraeff, Mr. Theodor",male,,0,0,349253,7.8958,,C,549
151,0,2,"Bateman, Rev. Robert James",male,51,0,0,S.O.P. 1166,12.525,,S,191
820,0,3,"Skoog, Master. Karl Thorsten",male,10,3,2,347088,27.9,,S,680
391,1,1,"Carter, Mr. William Ernest",male,36,1,2,113760,120,B96 B98,S,453
343,0,2,"Collander, Mr. Erik Gustaf",male,28,0,0,248740,13,,S,319
589,0,3,"Gilinski, Mr. Eliezer",male,22,0,0,14973,8.05,,S,621
891,0,3,"Dooley, Mr. Patrick",male,32,0,0,370376,7.75,,Q,674
349,1,3,"Coutts, Master. William Loch """"""""William""""""""",male,3,1,1,C.A. 37671,15.9,,S,372
779,0,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Q,80
312,1,1,"Ryerson, Miss. Emily Borie",female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,603
798,1,3,"Osman, Mrs. Mara",female,31,0,0,349244,8.6833,,S,231
161,0,3,"Cribb, Mr. John Hatfield",male,44,0,1,371362,16.1,,S,418
732,0,3,"Hassan, Mr. Houssein G N",male,11,0,0,2699,18.7875,,C,92
806,0,3,"Johansson, Mr. Karl Johan",male,31,0,0,347063,7.775,,S,624
249,1,1,"Beckwith, Mr. Richard Leonard",male,37,1,1,11751,52.5542,D35,S,663
844,0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,,C,368
451,0,2,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,,S,685
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,349910,15.55,,S,109
471,0,3,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,S,681
642,1,1,"Sagesser, Mlle. Emma",female,24,0,0,PC 17477,69.3,B35,C,620
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59,0,0,237442,13.5,,S,291
434,0,3,"Kallio, Mr. Nikolai Erland",male,17,0,0,STON/O 2. 3101274,7.125,,S,316
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26,0,0,347470,7.8542,,S,607
505,1,1,"Maioni, Miss. Roberta",female,16,0,0,110152,86.5,B79,S,162
347,1,2,"Smith, Miss. Marion Elsie",female,40,0,0,31418,13,,S,386
159,0,3,"Smiljanic, Mr. Mile",male,,0,0,315037,8.6625,,S,301
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,79.65,E67,S,604
866,1,2,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,13,,S,74
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,7534,9.8458,,S,408
482,0,2,"Frost, Mr. Anthony Wood """"""""Archie""""""""",male,,0,0,239854,0,,S,10
593,0,3,"Elsbury, Mr. William James",male,47,0,0,A/5 3902,7.25,,S,292
360,1,3,"Mockler, Miss. Helen Mary """"""""Ellie""""""""",female,,0,0,330980,7.8792,,Q,19
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19,0,0,LINE,0,,S,276
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,0,27042,30,A23,S,3
410,0,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,669
114,0,3,"Jussila, Miss. Katriina",female,20,1,0,4136,9.825,,S,362
792,0,2,"Gaskell, Mr. Alfred",male,16,0,0,239865,26,,S,555
263,0,1,"Taussig, Mr. Emil",male,52,1,1,110413,79.65,E67,S,494
350,0,3,"Dimic, Mr. Jovan",male,42,0,0,315088,8.6625,,S,147
657,0,3,"Radeff, Mr. Alexander",male,,0,0,349223,7.8958,,S,684
